特价,原价,药名,厂家,规格,效期
,￥您没有经营第二类医疗器械类商品资质！,医用外科口罩(无菌),甘肃佛仁制药科技有限公司,规格：成人 17.5cm*9.5cm,效期：
券后约 ￥4.82,￥5.07,氯化钾缓释片,上海海虹实业(集团)巢湖今辰药业有限公司,规格：0.5g*12片*2板(糖衣),效期：2022-08-31
券后约 ￥3.16,￥3.33,鼻舒适片,广东省惠州市中药厂有限公司,规格：12片*3板(糖衣),效期：2022-05-31
券后约 ￥6.73,￥7.08,风湿安泰片,长春英平药业有限公司,规格：0.35g*12片*3板(薄膜衣),效期：2023-01-13
券后约 ￥1.75,￥1.84,吲达帕胺片,济南高华制药有限公司,规格：2.5mg*15片*2板(糖衣),效期：2022-05-12
券后约 ￥1.67,￥1.76,养血安神片,华阳(恩施)药业有限公司,规格：100片(糖衣),效期：2023-08-31
券后约 ￥4.61,￥4.85,风寒感冒颗粒,湖北香连药业有限责任公司,规格：8g*9袋,效期：2022-08-31
券后约 ￥7.01,￥7.38,复方氨酚烷胺胶囊,海南亚洲制药股份有限公司,规格：10粒,效期：2022-12-31
券后约 ￥4.45,￥4.68,午时茶颗粒,湖北汇中制药股份有限公司,规格：6g*10袋,效期：2022-07-31
券后约 ￥8.94,￥9.41,坤复康片,吉林省东北亚药业股份有限公司,规格：0.4g*12片*4板,效期：2022-11-30
券后约 ￥5.42,￥5.71,银柴颗粒,四川逢春制药有限公司,规格：12g*20小袋,效期：2022-07-31
券后约 ￥6.77,￥7.13,头孢克肟胶囊,浙江昂利康制药股份有限公司,规格：0.1g*8粒*2板,效期：2022-06-30
券后约 ￥1.03,￥1.08,盐酸左氧氟沙星氯化钠注射液,四川美大康华康药业有限公司,规格：100ml：0.2g,效期：2022-09-16
券后约 ￥3.52,￥3.70,天麻素片,昆药集团股份有限公司,规格：25mg*24片(540盒/件),效期：2023-06-30
券后约 ￥2.08,￥2.19,盐酸二氧丙嗪颗粒,焦作福瑞堂制药有限公司,规格：1.5mg*10袋,效期：2022-01-31
券后约 ￥3.69,￥3.88,头孢拉定胶囊,山东鲁抗医药股份有限公司,规格：0.25g*24粒,效期：2022-02-28
券后约 ￥2.62,￥2.76,碳酸氢钠注射液,四川美大康华康药业有限公司,规格：10ml:0.5g*5支,效期：2021-11-17
券后约 ￥29.09,￥30.62,多维元素片(21),杭州民生健康药业有限公司,规格：60片,效期：2022-03-15
券后约 ￥7.35,￥7.74,小儿白贝止咳糖浆,吉林巨仁堂药业股份有限公司,规格：100ml,效期：2023-02-28
券后约 ￥4.87,￥5.13,夏桑菊颗粒,广西圣特药业有限公司,规格：10g*20袋,效期：2022-04-30
券后约 ￥3.16,￥3.33,盐酸左氧氟沙星胶囊,海南海神同洲制药有限公司,规格：0.1g*24粒,效期：2022-08-31
券后约 ￥8.36,￥8.80,小青龙颗粒,四川泰乐制药有限公司,规格：13g*6袋,效期：2022-02-28
券后约 ￥2.12,￥2.23,灭菌注射用水,四川科伦药业股份有限公司,规格：500ml,效期：2022-05-31
券后约 ￥8.12,￥8.55,头孢地尼分散片,江苏亚邦强生药业有限公司,规格：0.1g*6片,效期：2022-02-28
券后约 ￥2.53,￥2.66,维C.银花露,湖北楚天舒药业有限公司,规格：340ml,效期：2021-08-31
券后约 ￥4.52,￥4.76,舒筋活血片,太极集团四川绵阳制药有限公司,规格：100片(糖衣),效期：2024-09-30
券后约 ￥1.08,￥1.14,开塞露（含甘油）,广东恒健制药有限公司,规格：20ml*2支,效期：2023-08-18
,￥售罄,茶碱缓释片,吉林省力胜制药有限公司,规格：0.1g*15片*2板,效期：
券后约 ￥1.42,￥1.50,复方氨酚烷胺片,长春迪瑞制药有限公司,规格：12片,效期：2023-09-28
券后约 ￥3.78,￥3.98,枫蓼肠胃康片,海口市制药厂有限公司,规格：0.24g*24片(薄膜衣),效期：2023-03-31
券后约 ￥4.46,￥4.70,伸筋丹胶囊,浙江新光药业股份有限公司,规格：0.15g*60粒,效期：2023-07-31
券后约 ￥16.25,￥17.10,六味地黄丸（浓缩丸）,桂林葛仙翁药业有限公司,规格：720丸,效期：2022-07-31
券后约 ￥8.84,￥9.30,双黄连注射液,黑龙江省格润药业有限责任公司,规格：20ml*5支,效期：2022-01-31
券后约 ￥13.09,￥13.78,碳酸钙片,珠海同源药业有限公司,规格：0.75g*120片,效期：2022-06-30
券后约 ￥4.72,￥4.97,复方黄连素片,云南明镜亨利制药有限公司,规格：30mg*100片(糖衣),效期：2022-06-30
券后约 ￥12.82,￥13.49,甘草酸二铵胶囊,正大天晴药业集团股份有限公司,规格：50mg*24粒,效期：2022-03-31
券后约 ￥5.27,￥5.55,酮洛芬肠溶胶囊,北大医药股份有限公司,规格：50mg*20粒,效期：2021-09-30
券后约 ￥0.95,￥1.00,氧氟沙星滴眼液,广东宏盈科技有限公司,规格：5ml：15mg,效期：2022-08-02
券后约 ￥3.56,￥3.75,咳特灵胶囊,广东省惠州市中药厂有限公司,规格：30粒,效期：2022-06-30
券后约 ￥6.45,￥6.79,盐酸二甲双胍肠溶片,贵州圣济堂制药有限公司,规格：0.25g*60片,效期：2022-11-30
券后约 ￥2.08,￥2.19,银杏叶片,南京易亨制药有限公司,规格：12片*2板(薄膜衣),效期：2023-02-28
券后约 ￥2.89,￥3.04,替米沙坦片,四川科伦药业股份有限公司,规格：40mg*7片(200盒/件),效期：2023-06-27
券后约 ￥3.61,￥3.80,润本卫生湿巾（含酒精）,广州润峰婴儿用品公司,规格：20片,效期：2022-09-13
券后约 ￥7.86,￥8.27,清开灵分散片,哈药集团三精千鹤制药有限公司,规格：0.4g*18片,效期：2022-01-31
券后约 ￥4.82,￥5.07,感冒灵颗粒,广东新峰药业股份有限公司,规格：10g*9袋,效期：2022-11-30
券后约 ￥2.08,￥2.19,元胡止痛片,江西九连山药业有限公司,规格：0.25g*15片*2板(糖衣),效期：2022-07-31
券后约 ￥1.08,￥1.14,维生素B12片,山西亨瑞达制药有限公司,规格：25ug*100片,效期：2022-08-16
券后约 ￥4.74,￥4.99,盐酸二甲双胍缓释片,山东齐都药业有限公司,规格：0.5g*10片*3板,效期：2023-06-30
券后约 ￥5.71,￥6.01,贝诺酯片,成都锦华药业有限责任公司,规格：0.5g*100片,效期：2022-07-31
券后约 ￥5.60,￥5.89,葡萄糖粉剂,四川峨嵋山药业有限公司,规格：500g,效期：2022-09-30
券后约 ￥3.32,￥3.49,庆大霉素普鲁卡因维B12胶囊,海口奇力制药股份有限公司,规格：0.27g*12粒*2板,效期：2022-08-31
券后约 ￥5.28,￥5.56,非那雄胺片,上海现代制药股份有限公司,规格：5mg*10片,效期：2023-04-30
券后约 ￥9.50,￥10.00,复方蛤青片,好大夫制药有限公司,规格：24片(糖衣),效期：2023-01-13
券后约 ￥12.28,￥12.93,复方硫酸软骨素滴眼液(润洁)蓝,山东博士伦福瑞达制药有限公司,规格：10ml,效期：2022-02-13
券后约 ￥6.14,￥6.46,止咳枇杷颗粒,广西宝瑞坦制药有限公司,规格：10g*18袋,效期：2022-02-28
券后约 ￥7.68,￥8.08,血塞通分散片,湖南一格制药有限公司,规格：0.1g*10片,效期：2022-03-08
券后约 ￥166.65,￥175.42,丁二磺酸腺苷蛋氨酸肠溶片,ABBVIE S.R.L.,规格：0.5g*10片,效期：2022-10-31
券后约 ￥5.69,￥5.99,兰索拉唑肠溶片,郑州瑞康制药有限公司,规格：15mg*42片,效期：2022-07-31
券后约 ￥2.44,￥2.57,维生素B2片,佑华制药(乐山)有限公司,规格：5mg*100片,效期：2022-08-10
券后约 ￥3.69,￥3.88,安乃近片,远大医药(中国)有限公司,规格：0.5g*100片,效期：2023-08-31
券后约 ￥4.97,￥5.23,蒲地蓝消炎片,哈尔滨市龙生北药生物工程股份有限公司,规格：0.6g*39片(薄膜衣),效期：2022-11-30
券后约 ￥2.71,￥2.85,喉舒宁片,遂成药业股份有限公司,规格：0.25g*12片*3板(薄膜衣)                                      ,效期：2022-02-28
券后约 ￥4.33,￥4.56,消炎利胆片,广东嘉应制药股份有限公司,规格：0.25g*100片(糖衣),效期：2023-06-30
券后约 ￥6.74,￥7.10,非那雄胺胶囊,武汉人福药业有限责任公司,规格：5mg*10粒,效期：2022-06-30
券后约 ￥4.61,￥4.85,炎热清片,江西京通美联药业有限公司,规格：0.36g*12片*3板(薄膜衣),效期：2022-04-30
券后约 ￥9.96,￥10.48,银翘解毒颗粒,太极集团四川绵阳制药有限公司,规格：15g*10袋,效期：2022-06-30
券后约 ￥7.46,￥7.85,抗骨增生片,广州白云山和记黄埔中药有限公司委托广州白云山医药集团股份有限公司白云山制药总厂,规格：48片(糖衣),效期：2022-01-31
券后约 ￥4.88,￥5.14,头孢克肟分散片,成都倍特药业股份有限公司(成都倍特药业有限公司),规格：100mg*8片,效期：2022-03-26
券后约 ￥10.83,￥11.40,注射用前列地尔,北京赛升药业股份有限公司,规格：20ug,效期：
券后约 ￥4.32,￥4.55,曲克芦丁片,亚宝药业集团股份有限公司,规格：60mg*100片(糖衣),效期：2022-06-30
券后约 ￥7.13,￥7.51,胃炎宁颗粒,哈尔滨中药六厂有限公司,规格：15g*6袋,效期：2023-07-31
券后约 ￥2.17,￥2.28,50%葡萄糖注射液,西南药业股份有限公司委托成都平原药业有限公司生产,规格：20ml:10g*5支,效期：2022-06-30
券后约 ￥1.44,￥1.52,盐酸氟桂利嗪胶囊,山东方明药业集团股份有限公司,规格：5mg*20粒,效期：2024-07-27
券后约 ￥194.68,￥204.93,布地奈德福莫特罗吸入粉雾剂(II),AstraZeneca AB,规格：160ug:4.5ug*60吸,效期：2022-01-31
券后约 ￥1.72,￥1.81,美洛昔康片,同方药业集团有限公司,规格：7.5mg*10片                                                  ,效期：2023-04-30
券后约 ￥4.07,￥4.28,强力枇杷露,福元药业有限公司,规格：120ml,效期：2023-02-28
券后约 ￥5.45,￥5.74,血塞通片,云南特安呐制药股份有限公司,规格：25mg*20片(糖衣),效期：2023-06-30
券后约 ￥7.48,￥7.87,奥硝唑阴道栓,哈尔滨誉衡制药有限公司,规格：0.5g*7枚,效期：2022-09-01
券后约 ￥2.99,￥3.15,壮腰健肾片,广东省惠州市中药厂有限公司,规格：16片*3板(糖衣),效期：2022-08-31
券后约 ￥16.89,￥17.78,醋酸地塞米松口腔贴片,深圳太太药业有限公司,规格：0.3mg*5片,效期：2022-05-31
券后约 ￥1.54,￥1.62,薄荷喉片,上海玉瑞生物科技（安阳）药业有限公司,规格：36片,效期：2022-03-31
券后约 ￥5.15,￥5.42,全鹿丸,吉林省华侨药业集团有限公司,规格：6g*10袋,效期：2023-09-30
,￥您没有经营第二类医疗器械类商品资质！,医用外科口罩(无菌),甘肃佛仁制药科技有限公司,规格：儿童 14.0cm*9.5cm,效期：
券后约 ￥1.88,￥1.98,青蛙王子卫生湿巾,福建和润供应链管理有限公司委托润美(浙江)母婴用品有限公司生产,规格：150mm*200mm*10片,效期：2022-03-14
券后约 ￥4.84,￥5.10,甲硝唑片,远大医药(中国)有限公司(原武汉远大制药集团有限公司),规格：0.2g*100片(180瓶/件),效期：2022-08-31
券后约 ￥7.43,￥7.82,骨筋丸胶囊,黑龙江省中医研究院制药厂/黑龙江省中医研究院制药厂,规格：0.3g*10粒*4板,效期：2023-02-28
券后约 ￥7.63,￥8.03,格列齐特片,四川美大康药业股份有限公司,规格：80mg*60片,效期：2024-07-31
券后约 ￥4.59,￥4.83,麝香接骨胶囊,吉林省精鑫药业集团有限公司,规格：0.3g*10粒*3板,效期：2023-04-30
券后约 ￥15.39,￥16.20,碳酸钙片,珠海同源药业有限公司,规格：0.3g*130片,效期：2022-07-31
券后约 ￥4.33,￥4.56,多索茶碱片,福安药业集团宁波天衡制药有限公司,规格：0.2g*10片,效期：2022-11-30
券后约 ￥4.07,￥4.28,氟康唑胶囊,广东逸舒制药股份有限公司,规格：0.15g*3粒*2板,效期：2022-07-04
券后约 ￥1.40,￥1.47,注射用炎琥宁,峨眉山通惠制药有限公司,规格：200mg,效期：2022-06-16
券后约 ￥2.71,￥2.85,盐酸克林霉素胶囊,四川科伦药业股份有限公司,规格：0.15g*12粒,效期：2022-06-01
券后约 ￥4.07,￥4.28,银黄颗粒,中山市恒生药业有限公司,规格：4g*10袋,效期：2022-05-31
券后约 ￥7.22,￥7.60,麻仁润肠丸,河南华峰制药有限公司,规格：3.2g*8袋,效期：2022-03-31
券后约 ￥4.80,￥5.05,川贝枇杷糖浆,贵州安顺西秀制药有限责任公司,规格：150ml,效期：2022-08-16
券后约 ￥1.00,￥1.05,吉他霉素片,白云山汤阴东泰药业有限责任公司,规格：10万单位*20片,效期：2022-12-31
券后约 ￥7.73,￥8.14,盐酸氨基葡萄糖胶囊,浙江诚意药业股份有限公司委托山西同达药业有限公司,规格：0.24g*20粒,效期：2022-07-31
券后约 ￥3.09,￥3.25,藿香正气合剂,恩威(江西)制药有限公司四川恩威制药有限公司生产,规格：10ml*5支                                                    ,效期：2022-05-31
券后约 ￥4.05,￥4.26,复方感冒灵片,广东一力集团制药股份有限公司,规格：100片(薄膜衣),效期：2022-10-31
券后约 ￥1.11,￥1.17,0.9%氯化钠注射液,山东科伦药业有限公司委托四川科伦药业股份有限公司,规格：250ml:2.25g(塑瓶),效期：2022-06-30
券后约 ￥8.05,￥8.47,羧甲司坦口服溶液,白云山汤阴东泰药业有限责任公司,规格：10ml*10支,效期：2022-09-30
券后约 ￥6.03,￥6.35,丹七片,广西日田药业集团有限责任公司,规格：0.3g*12片*3板(糖衣),效期：2022-02-28
券后约 ￥6.23,￥6.56,坎地沙坦酯片,广州白云山天心制药股份有限公司,规格：4mg*14片,效期：2022-06-30
券后约 ￥5.33,￥5.61,午时茶颗粒,黄石燕舞药业有限公司,规格：6g*20袋,效期：2022-07-31
券后约 ￥3.42,￥3.60,复合维生素B片,海南制药厂有限公司,规格：100片,效期：2022-07-31
券后约 ￥1.30,￥1.37,羧甲司坦片,广东逸舒制药股份有限公司,规格：0.25g*12片,效期：2022-04-21
券后约 ￥2.08,￥2.19,氧氟沙星滴眼液,江苏汉晨药业有限公司,规格：8ml(0.3%),效期：2022-05-31
券后约 ￥2.71,￥2.85,红霉素软膏,遂成药业股份有限公司,规格：20g(600支/盒)                                               ,效期：2022-03-31
券后约 ￥2.63,￥2.77,克拉霉素片,浙江震元制药有限公司,规格：0.25g*6片,效期：2022-03-31
券后约 ￥2.75,￥2.90,氯雷他定片,广东逸舒制药股份有限公司,规格：10mg*6片,效期：2023-08-15
券后约 ￥4.61,￥4.85,喘嗽宁片,黑龙江省济仁药业有限公司,规格：0.36g*12片*2板,效期：2023-03-31
券后约 ￥6.30,￥6.63,脑心舒口服液,吉林敖东集团金海发药业股份有限公司,规格：10ml*10支,效期：2023-06-30
券后约 ￥4.79,￥5.04,胃康灵胶囊,吉林省银诺克药业有限公司,规格：0.4g*12粒*2板,效期：2023-02-24
券后约 ￥2.94,￥3.10,吲达帕胺片,国药集团工业有限公司,规格：2.5mg*14片*2板(薄膜衣)                                      ,效期：2022-09-17
券后约 ￥3.66,￥3.85,阿莫西林胶囊,湖南科伦制药有限公司,规格：0.25g*10粒*5板,效期：2021-12-31
券后约 ￥1.85,￥1.95,小儿氨酚黄那敏颗粒,湖北盛通药业有限公司,规格：5g*10袋,效期：2022-09-30
券后约 ￥10.26,￥10.80,口服补液盐散(III),四川峨嵋山药业有限公司,规格：5.125g*6包,效期：2022-08-31
券后约 ￥4.51,￥4.75,盐酸雷尼替丁胶囊,上海惠仁（夏邑）药业有限公司,规格：0.15g*30粒,效期：2022-03-31
券后约 ￥5.70,￥6.00,川贝清肺糖浆,湖北太子药业有限公司,规格：150ml,效期：2021-11-30
券后约 ￥2.66,￥2.80,肝胃气痛片,哈尔滨中药六厂有限公司,规格：0.6g*24片,效期：2022-08-31
券后约 ￥3.13,￥3.30,防风通圣丸,河北万岁药业有限公司,规格：6g*10袋(每20丸重1g),效期：2022-07-31
券后约 ￥4.07,￥4.28,抗病毒口服液,安徽东盛友邦制药有限公司,规格：10ml*6支,效期：2022-05-31
券后约 ￥3.13,￥3.30,水一牌草本抑菌膏(炉甘石抑菌软膏),江西水滴药业有限公司,规格：20g/支,效期：2022-05-02
券后约 ￥1.77,￥1.86,维C银翘片,云南省曲靖药业有限公司,规格：12片*2板(糖衣),效期：2022-01-31
券后约 ￥1.80,￥1.90,珍珠明目滴眼液,苏州工业园区天龙制药有限公司,规格：8ml,效期：2022-09-28
券后约 ￥5.34,￥5.62,硝苯地平缓释片(I),亚宝药业集团股份有限公司委托北京亚宝生物药业有限公司生产,规格：10mg*30片,效期：2022-06-30
券后约 ￥7.79,￥8.20,烧伤喷雾剂,华北制药河北华诺有限公司,规格：40ml,效期：2022-02-28
券后约 ￥1.80,￥1.90,尼美舒利颗粒,桂林华信制药有限公司,规格：50mg*12袋,效期：2022-09-07
券后约 ￥4.38,￥4.61,舒肝和胃丸,承德御室金丹药业有限公司,规格：9g*6袋,效期：2023-07-26
券后约 ￥50.09,￥52.73,盐酸沙格雷酯片,天津田边制药有限公司,规格：100mg*9片,效期：2022-03-31
券后约 ￥1.90,￥2.00,复方氨酚烷胺胶囊,黑龙江喜人药业集团有限公司,规格：10粒,效期：2022-06-30
券后约 ￥2.72,￥2.86,冰硼含片,白云山汤阴东泰药业有限责任公司,规格：0.6g*24片,效期：2022-07-31
券后约 ￥8.55,￥9.00,六经头痛片,山西仁源堂药业有限公司,规格：0.25g*12片*3板,效期：2023-09-18
券后约 ￥8.04,￥8.46,晕车快贴,云南白药集团股份有限公司委托云南白药集团无锡药业有限公司生产,规格：2片方形+4片圆形                                             ,效期：2023-02-28
券后约 ￥1.90,￥2.00,西瓜霜喉口宝含片,桂林三金大健康产业有限公司(桂林金可保健品有限公司),规格：1.8g*8粒(西瓜原味),效期：2022-07-06
